        6	2022-12-10 20:46:09	1	1	1	0
        2	2022-12-10 20:50:15	1	4	1	0
        2	2022-12-11 03:59:03	1	0	1	0
        8	2022-12-11 05:21:35	1	0	1	0
        5	2022-12-11 07:08:36	1	0	1	0
        6	2022-12-11 07:28:59	1	0	1	0
        3	2022-12-11 10:46:13	1	0	1	0
        5	2022-12-11 20:19:04	1	1	1	0
        3	2022-12-11 20:29:17	1	1	1	0
        3	2022-12-11 20:29:22	1	1	1	0
        6	2022-12-11 20:56:25	1	1	1	0
        8	2022-12-11 21:31:41	1	0	1	0
        8	2022-12-12 04:56:54	1	0	1	0
        2	2022-12-12 05:22:26	1	0	1	0
        5	2022-12-12 07:12:34	1	0	1	0
        6	2022-12-12 07:23:04	1	0	1	0
        3	2022-12-12 07:29:21	1	0	1	0
        9	2022-12-12 07:59:24	1	0	1	0
        9	2022-12-12 20:07:09	1	1	1	0
        8	2022-12-12 20:07:12	1	1	1	0
        5	2022-12-12 20:08:00	1	0	1	0
        5	2022-12-12 20:08:06	1	1	1	0
        6	2022-12-12 20:26:11	1	1	1	0
        3	2022-12-12 20:26:40	1	1	1	0
        2	2022-12-13 04:29:04	1	0	1	0
        8	2022-12-13 04:30:08	1	0	1	0
        5	2022-12-13 06:57:50	1	0	1	0
        3	2022-12-13 07:20:32	1	0	1	0
        6	2022-12-13 07:22:57	1	0	1	0
        9	2022-12-13 08:07:11	1	0	1	0
        9	2022-12-13 20:03:24	1	1	1	0
        3	2022-12-13 20:22:11	1	1	1	0
        6	2022-12-13 20:22:16	1	1	1	0
        5	2022-12-13 20:35:45	1	1	1	0
        8	2022-12-14 03:41:20	1	0	1	0
        2	2022-12-14 05:46:44	1	0	1	0
        5	2022-12-14 07:03:37	1	0	1	0
        3	2022-12-14 07:12:29	1	0	1	0
        6	2022-12-14 07:49:18	1	0	1	0
        9	2022-12-14 07:53:09	1	0	1	0
        7	2022-12-14 07:54:03	1	0	1	0
        9	2022-12-14 20:03:53	1	1	1	0
        6	2022-12-14 20:04:53	1	1	1	0
        3	2022-12-14 20:05:22	1	1	1	0
        5	2022-12-14 20:10:56	1	1	1	0
        7	2022-12-14 20:36:39	1	0	1	0
        2	2022-12-15 04:05:26	1	0	1	0
        8	2022-12-15 04:05:54	1	0	1	0
        7	2022-12-15 06:02:29	1	0	1	0
        5	2022-12-15 07:19:05	1	0	1	0
        6	2022-12-15 07:25:26	1	0	1	0
        9	2022-12-15 08:05:40	1	0	1	0
        1	2022-12-15 13:14:21	1	0	1	0
        9	2022-12-15 20:05:29	1	1	1	0
        6	2022-12-15 20:37:23	1	1	1	0
        7	2022-12-15 21:01:45	1	0	1	0
        2	2022-12-15 21:09:44	1	0	1	0
        5	2022-12-15 21:35:51	1	1	1	0
        2	2022-12-16 03:57:11	1	4	1	0
        5	2022-12-16 06:42:59	1	0	1	0
        6	2022-12-16 07:30:40	1	0	1	0
        7	2022-12-16 07:30:54	1	0	1	0
        9	2022-12-16 07:46:15	1	0	1	0
        8	2022-12-16 07:50:23	1	0	1	0
        3	2022-12-16 08:07:24	1	0	1	0
        2	2022-12-16 20:21:17	1	1	1	0
        5	2022-12-16 20:22:50	1	1	1	0
        3	2022-12-16 20:22:54	1	1	1	0
        6	2022-12-16 20:40:26	1	1	1	0
        7	2022-12-16 21:10:11	1	0	1	0
        2	2022-12-17 05:11:28	1	0	1	0
        8	2022-12-17 05:12:54	1	0	1	0
        5	2022-12-17 07:15:52	1	0	1	0
        6	2022-12-17 07:34:56	1	0	1	0
        3	2022-12-17 07:43:02	1	0	1	0
        6	2022-12-17 20:48:59	1	1	1	0
        3	2022-12-17 20:49:06	1	1	1	0
        8	2022-12-17 20:49:18	1	1	1	0
        2	2022-12-18 04:30:09	1	0	1	0
        8	2022-12-18 06:15:30	1	0	1	0
        5	2022-12-18 07:20:43	1	0	1	0
        6	2022-12-18 07:33:55	1	0	1	0
        9	2022-12-18 07:57:06	1	0	1	0
        3	2022-12-18 11:05:35	1	0	1	0
        9	2022-12-18 20:10:23	1	0	1	0
        9	2022-12-18 20:10:47	1	1	1	0
        5	2022-12-18 20:29:39	1	1	1	0
        3	2022-12-18 20:32:43	1	1	1	0
        6	2022-12-18 20:39:34	1	1	1	0
        8	2022-12-18 23:48:26	1	0	1	0
        8	2022-12-19 05:31:21	1	0	1	0
        5	2022-12-19 06:57:48	1	0	1	0
        6	2022-12-19 07:28:52	1	0	1	0
        2	2022-12-19 07:32:37	1	0	1	0
        3	2022-12-19 08:03:31	1	0	1	0
        9	2022-12-19 08:16:01	1	0	1	0
        6	2022-12-19 20:08:32	1	1	1	0
        3	2022-12-19 20:10:53	1	1	1	0
        5	2022-12-19 20:10:57	1	1	1	0
        2	2022-12-20 02:55:54	1	0	1	0
        8	2022-12-20 03:22:02	1	0	1	0
        3	2022-12-20 05:33:37	1	0	1	0
        5	2022-12-20 07:46:25	1	0	1	0
        6	2022-12-20 07:49:24	1	0	1	0
        9	2022-12-20 08:16:52	1	0	1	0
        6	2022-12-20 20:23:25	1	1	1	0
        5	2022-12-20 23:11:36	1	1	1	0
        2	2022-12-21 04:08:57	1	0	1	0
        2	2022-12-21 04:08:59	1	0	1	0
        2	2022-12-21 04:09:01	1	0	1	0
        8	2022-12-21 04:11:19	1	0	1	0
        5	2022-12-21 06:58:45	1	0	1	0
        6	2022-12-21 07:42:00	1	0	1	0
        3	2022-12-21 07:48:42	1	0	1	0
        9	2022-12-21 08:10:01	1	0	1	0
        5	2022-12-21 20:29:22	1	1	1	0
        6	2022-12-21 21:07:14	1	1	1	0
        2	2022-12-22 04:36:59	1	0	1	0
        5	2022-12-22 06:46:25	1	0	1	0
        8	2022-12-22 06:55:04	1	0	1	0
        3	2022-12-22 07:37:56	1	0	1	0
        6	2022-12-22 07:41:00	1	0	1	0
        1	2022-12-22 12:20:27	1	0	1	0
        3	2022-12-22 15:54:15	1	1	1	0
        5	2022-12-22 20:38:22	1	1	1	0
        1	2022-12-22 20:57:23	1	1	1	0
        6	2022-12-22 21:36:09	1	1	1	0
        2	2022-12-23 03:53:57	1	0	1	0
        8	2022-12-23 05:52:10	1	0	1	0
        5	2022-12-23 07:13:35	1	0	1	0
        6	2022-12-23 07:33:31	1	0	1	0
        9	2022-12-23 08:09:26	1	0	1	0
        1	2022-12-23 15:48:57	1	0	1	0
        9	2022-12-23 20:00:25	1	1	1	0
        6	2022-12-23 20:39:52	1	1	1	0
        5	2022-12-23 20:47:24	1	1	1	0
        8	2022-12-24 04:43:34	1	0	1	0
        2	2022-12-24 05:55:03	1	0	1	0
        6	2022-12-24 21:04:13	1	1	1	0
        2	2022-12-25 04:07:14	1	0	1	0
        8	2022-12-25 04:07:27	1	0	1	0
        6	2022-12-25 07:10:29	1	0	1	0
        5	2022-12-25 07:46:45	1	0	1	0
        9	2022-12-25 08:00:16	1	0	1	0
        6	2022-12-25 20:30:23	1	1	1	0
        5	2022-12-25 20:31:25	1	1	1	0
        8	2022-12-26 02:21:20	1	0	1	0
        2	2022-12-26 02:37:51	1	0	1	0
        6	2022-12-26 05:10:35	1	0	1	0
        5	2022-12-26 05:31:38	1	0	1	0
        9	2022-12-26 08:15:08	1	0	1	0
        3	2022-12-26 11:53:15	1	0	1	0
        1	2022-12-26 12:30:59	1	0	1	0
        6	2022-12-26 16:01:12	1	1	1	0
        5	2022-12-26 16:01:18	1	1	1	0
       10	2022-12-26 16:58:56	1	0	1	0
       10	2022-12-26 16:59:59	1	0	1	0
       10	2022-12-26 17:00:08	1	0	1	0
       13	2022-12-26 20:37:23	1	0	1	0
       12	2022-12-26 20:37:28	1	0	1	0
       13	2022-12-26 20:37:36	1	0	1	0
       10	2022-12-26 20:40:48	1	0	1	0
        7	2022-12-26 20:40:56	1	0	1	0
       13	2022-12-26 20:41:04	1	0	1	0
       12	2022-12-26 20:41:10	1	0	1	0
        1	2022-12-26 21:12:21	1	1	1	0
        2	2022-12-26 21:12:44	1	1	1	0
       13	2022-12-26 21:15:28	1	0	1	0
       13	2022-12-26 21:15:39	1	0	1	0
       13	2022-12-26 21:24:05	1	0	1	0
       13	2022-12-26 21:24:13	1	0	1	0
        3	2022-12-26 22:23:50	1	1	1	0
        8	2022-12-27 02:34:37	1	0	1	0
        2	2022-12-27 02:42:33	1	0	1	0
        6	2022-12-27 05:16:47	1	0	1	0
        7	2022-12-27 05:20:50	1	0	1	0
       13	2022-12-27 05:28:15	1	0	1	0
        5	2022-12-27 05:29:06	1	0	1	0
        9	2022-12-27 08:22:03	1	0	1	0
       11	2022-12-27 10:21:18	1	0	1	0
       12	2022-12-27 11:40:25	1	0	1	0
        3	2022-12-27 12:02:38	1	0	1	0
        7	2022-12-27 16:10:38	1	0	1	0
        7	2022-12-27 16:10:58	1	1	1	0
        7	2022-12-27 16:11:10	1	1	1	0
        6	2022-12-27 16:12:21	1	1	1	0
        5	2022-12-27 16:12:27	1	1	1	0
        9	2022-12-27 20:13:02	1	4	1	0
        9	2022-12-27 20:13:26	1	1	1	0
       11	2022-12-27 22:05:46	1	1	1	0
        3	2022-12-27 22:05:50	1	1	1	0
       12	2022-12-27 22:05:53	1	1	1	0
        2	2022-12-28 02:30:23	1	0	1	0
        8	2022-12-28 02:46:56	1	0	1	0
       13	2022-12-28 05:11:39	1	0	1	0
        7	2022-12-28 05:29:26	1	0	1	0
        6	2022-12-28 05:29:31	1	0	1	0
        5	2022-12-28 06:26:23	1	0	1	0
        9	2022-12-28 08:17:42	1	0	1	0
       11	2022-12-28 09:39:56	1	0	1	0
       12	2022-12-28 11:41:29	1	0	1	0
        3	2022-12-28 11:47:43	1	0	1	0
        5	2022-12-28 16:23:52	1	1	1	0
        6	2022-12-28 16:24:03	1	1	1	0
        9	2022-12-28 20:06:25	1	1	1	0
        3	2022-12-28 22:22:34	1	1	1	0
       12	2022-12-28 22:22:38	1	1	1	0
        7	2022-12-28 22:37:56	1	1	1	0
        2	2022-12-29 03:37:23	1	0	1	0
        6	2022-12-29 05:30:25	1	0	1	0
       13	2022-12-29 05:30:44	1	0	1	0
        7	2022-12-29 05:34:10	1	0	1	0
        5	2022-12-29 05:51:00	1	0	1	0
        8	2022-12-29 05:57:14	1	0	1	0
        9	2022-12-29 10:19:33	1	0	1	0
       12	2022-12-29 10:54:19	1	0	1	0
       11	2022-12-29 11:20:07	1	0	1	0
        3	2022-12-29 11:41:42	1	0	1	0
        6	2022-12-29 16:00:48	1	1	1	0
        7	2022-12-29 16:01:11	1	1	1	0
        5	2022-12-29 16:04:21	1	1	1	0
       13	2022-12-29 16:10:04	1	0	1	0
        1	2022-12-29 21:41:27	1	0	1	0
        3	2022-12-29 22:03:52	1	1	1	0
       12	2022-12-29 22:04:00	1	1	1	0
       11	2022-12-29 22:23:02	1	1	1	0
        9	2022-12-29 22:39:45	1	1	1	0
        8	2022-12-30 02:55:48	1	0	1	0
        2	2022-12-30 02:59:44	1	0	1	0
        5	2022-12-30 05:37:54	1	0	1	0
       13	2022-12-30 05:40:54	1	0	1	0
        6	2022-12-30 05:43:05	1	0	1	0
        7	2022-12-30 09:26:35	1	0	1	0
        9	2022-12-30 10:06:51	1	0	1	0
       12	2022-12-30 10:50:45	1	0	1	0
       11	2022-12-30 10:53:35	1	0	1	0
        3	2022-12-30 11:42:37	1	0	1	0
        6	2022-12-30 16:01:37	1	1	1	0
       13	2022-12-30 16:06:43	1	0	1	0
        5	2022-12-30 16:21:51	1	1	1	0
